mean,CVE_LOC,CVE_MUN,CVE_ENT,CVEGEO,CVE_AGEB,system:index
0.13517090678215027,0001,002,06,0600200010549,0549,00000000000000000050
0.13517090678215027,0001,002,06,0600200010572,0572,00000000000000000051
0.13517090678215027,0001,002,06,0600200011551,1551,00000000000000000052
0.13517090678215027,0001,002,06,0600200010801,0801,00000000000000000053
0.1341881430301499,0001,002,06,0600200010820,0820,00000000000000000054
0.13395860724590122,0001,002,06,0600200010835,0835,00000000000000000055
0.13517090678215027,0001,002,06,060020001084A,084A,00000000000000000056
0.13517090678215027,0001,002,06,0600200010854,0854,00000000000000000057
0.13517090678215027,0001,002,06,0600200010869,0869,00000000000000000058
0.13517090678215027,0001,002,06,0600200010873,0873,00000000000000000059
0.13517090678215027,0001,002,06,0600200010888,0888,0000000000000000005a
0.13517090678215027,0001,002,06,0600200010892,0892,0000000000000000005b
0.13395732675063485,0001,002,06,060020001091A,091A,0000000000000000005c
0.1335432380437851,0001,002,06,0600200010924,0924,0000000000000000005d
0.13517090678215027,0001,002,06,0600200010943,0943,0000000000000000005e
0.13517090678215027,0001,002,06,0600200010958,0958,0000000000000000005f
0.13517090678215027,0001,002,06,0600200010962,0962,00000000000000000060
0.13517090678215027,0001,002,06,0600200011015,1015,00000000000000000061
0.13517090678215027,0001,002,06,060020001102A,102A,00000000000000000062
0.13517090678215027,0001,002,06,0600200011299,1299,00000000000000000063
0.13517090678215027,0001,002,06,0600200011354,1354,00000000000000000064
0.13517090678215027,0001,002,06,0600200011439,1439,00000000000000000065
0.13517090678215027,0001,002,06,0600200011462,1462,00000000000000000066
0.13425104442200908,0001,002,06,0600200010322,0322,00000000000000000067
0.13477927246189753,0001,002,06,0600200010021,0021,00000000000000000068
0.13517090678215027,0001,002,06,0600200010534,0534,00000000000000000069
0.13517090678215027,0001,002,06,060020001077A,077A,0000000000000000006a
0.13517090678215027,0001,002,06,0600200010939,0939,0000000000000000006b
0.1335432380437851,0001,002,06,0600200010981,0981,0000000000000000006c
0.1335432380437851,0001,002,06,0600200011547,1547,0000000000000000006d
0.1335432380437851,0001,002,06,0600200011405,1405,0000000000000000006e
0.13517090678215027,0001,002,06,0600200010341,0341,0000000000000000006f
0.13517090678215027,0001,002,06,0600200011212,1212,00000000000000000070
0.13517090678215027,0001,002,06,0600200010356,0356,00000000000000000071
0.13517090678215027,0001,002,06,060020001141A,141A,00000000000000000072
0.13517090678215027,0001,002,06,0600200010394,0394,00000000000000000073
0.1335432380437851,0001,002,06,0600200011509,1509,00000000000000000074
0.13517090678215027,0001,002,06,0600200011335,1335,00000000000000000075
0.13517090678215027,0001,002,06,0600200011392,1392,00000000000000000076
0.13517090678215027,0001,002,06,0600200011513,1513,00000000000000000077
0.13517090678215027,0001,002,06,0600200011528,1528,00000000000000000078
0.1335432380437851,0001,002,06,0600200011301,1301,00000000000000000079
0.1335432380437851,0001,002,06,0600200011053,1053,0000000000000000007a
0.1335432380437851,0001,002,06,0600200011072,1072,0000000000000000007b
0.13515974230664732,0001,002,06,0600200010731,0731,0000000000000000007c
0.13517090678215027,0001,002,06,0600200010784,0784,0000000000000000007d
0.13517090678215027,0001,002,06,0600200010799,0799,0000000000000000007e
0.13431869447231293,0001,002,06,0600200010638,0638,0000000000000000007f
0.1335432380437851,0001,002,06,060020001166A,166A,00000000000000000080
0.13517090678215027,0001,002,06,0600200011566,1566,00000000000000000081
0.13508679478292138,0001,002,06,0600200011602,1602,00000000000000000082
0.13517090678215027,0001,002,06,0600200011176,1176,00000000000000000083
0.13454553010043666,0001,002,06,0600200011532,1532,00000000000000000084
0.13516533224331123,0001,002,06,0600200011636,1636,00000000000000000085
0.13517090678215027,0001,002,06,0600200011369,1369,00000000000000000086
0.13517090678215027,0001,002,06,0600200011424,1424,00000000000000000087
0.13427276482269632,0001,002,06,0600200011477,1477,00000000000000000088
0.13517090678215027,0001,002,06,0600200010623,0623,00000000000000000089
0.13517090678215027,0001,002,06,0600200011674,1674,0000000000000000008a
0.13516641819243574,0001,002,06,0600200011710,1710,0000000000000000008b
0.1335432380437851,0001,002,06,0600200010074,0074,0000000000000000008c
0.1335432380437851,0001,002,06,0600200011655,1655,0000000000000000008d
0.1335432380437851,0001,002,06,060020001006A,006A,0000000000000000008e
0.13321989928776554,0001,003,06,0600300010141,0141,0000000000000000008f
0.13308539986610413,0001,003,06,060030001018A,018A,00000000000000000090
0.13321989928776554,0001,003,06,0600300010175,0175,00000000000000000091
0.13317779402103783,0001,003,06,0600300010048,0048,00000000000000000092
0.1333826275464551,0001,003,06,0600300010090,0090,00000000000000000093
0.13304961935267257,0001,003,06,0600300010137,0137,00000000000000000094
0.13308539986610413,0001,003,06,0600300010156,0156,00000000000000000095
0.13308539986610413,0001,003,06,0600300010194,0194,00000000000000000097
0.1335432380437851,0001,003,06,0600300010118,0118,00000000000000000098
0.13308539986610413,0001,003,06,0600300010160,0160,0000000000000000009a
0.1333724811021982,0001,003,06,0600300010103,0103,0000000000000000009b
0.13309257904059443,0001,003,06,0600300010067,0067,0000000000000000009c
0.13318641079762403,0001,003,06,0600300010122,0122,0000000000000000009d
0.13308539986610413,0001,003,06,0600300010207,0207,0000000000000000009e
0.13308539986610413,0001,003,06,0600300010052,0052,0000000000000000009f
0.13305920603961713,0035,003,06,0600300350071,0071,00000000000000000096
0.13307874383683616,0035,003,06,0600300350086,0086,00000000000000000099
0.13431869447231293,0001,004,06,0600400010100,0100,000000000000000000a0
0.13431869447231293,0001,004,06,0600400010187,0187,000000000000000000a1
0.13431869447231293,0001,004,06,0600400010242,0242,000000000000000000a2
0.1343239049464313,0001,004,06,0600400010083,0083,000000000000000000a3
0.13453638846476457,0001,004,06,0600400010238,0238,000000000000000000a4
0.13431869447231293,0001,004,06,0600400010257,0257,000000000000000000a5
0.13431869447231293,0001,004,06,0600400010172,0172,000000000000000000a6
0.1343694884023977,0001,004,06,0600400010153,0153,000000000000000000a9
0.13431869447231293,0001,004,06,0600400010191,0191,000000000000000000ab
0.13315442204475403,0015,004,06,0600400150223,0223,000000000000000000a7
0.13315442204475403,0015,004,06,0600400150204,0204,000000000000000000a8
0.13315442204475403,0015,004,06,0600400150219,0219,000000000000000000aa
0.1343269832842056,0001,005,06,0600500010343,0343,000000000000000000ad
0.1334528123365856,0001,005,06,0600500010235,0235,000000000000000000ae
0.13329541683197021,0001,005,06,0600500010339,0339,000000000000000000b0
0.13329541683197021,0001,005,06,0600500010305,0305,000000000000000000b1
0.13329541683197021,0001,005,06,0600500010108,0108,000000000000000000b2
0.13329541683197021,0001,005,06,0600500010112,0112,000000000000000000b3
0.13329541683197021,0001,005,06,0600500010150,0150,000000000000000000b4
0.13329541683197021,0001,005,06,0600500010184,0184,000000000000000000b5
0.13329541683197021,0001,005,06,0600500010220,0220,000000000000000000b6
0.13329541683197021,0001,005,06,060050001024A,024A,000000000000000000b7
0.13329541683197021,0001,005,06,0600500010288,0288,000000000000000000b8
0.13329541683197021,0001,005,06,0600500010292,0292,000000000000000000b9
0.13329541683197021,0001,005,06,0600500010324,0324,000000000000000000c0
0.13329541683197021,0001,005,06,0600500010254,0254,000000000000000000c1
0.13329541683197021,0001,005,06,060050001031A,031A,000000000000000000c2
0.13294833845881052,0018,005,06,0600500180038,0038,000000000000000000ba
0.1329098924712765,0018,005,06,0600500180131,0131,000000000000000000bb
0.13301645152744018,0018,005,06,060050018017A,017A,000000000000000000bc
0.13295288981248396,0018,005,06,0600500180216,0216,000000000000000000bd
0.1331110975893527,0018,005,06,0600500180080,0080,000000000000000000c3
0.13316874006600807,0018,005,06,0600500180095,0095,000000000000000000c4
0.1335432380437851,0023,005,06,0600500230273,0273,000000000000000000ac
0.1335432380437851,0023,005,06,0600500230269,0269,000000000000000000af
0.1335432380437851,0023,005,06,0600500230199,0199,000000000000000000be
0.1335432380437851,0023,005,06,0600500230201,0201,000000000000000000bf
0.13466056918801259,0001,006,06,0600600010069,0069,000000000000000000c5
0.13459010558382134,0001,006,06,0600600010073,0073,000000000000000000c6
0.13452706456878183,0001,006,06,0600600010092,0092,000000000000000000c7
,0001,006,06,0600600010105,0105,000000000000000000c8
0.13453765071974497,0001,006,06,060060001011A,011A,000000000000000000c9
0.13488610088825226,0001,006,06,0600600010124,0124,000000000000000000ca
0.1345323965662471,0001,006,06,0600600010088,0088,000000000000000000cb
0.13336464762687683,0001,007,06,0600700010564,0564,000000000000000000cc
0.13261986549606516,0001,007,06,0600700010530,0530,000000000000000000cd
0.13246804498223033,0001,007,06,0600700010545,0545,000000000000000000ce
0.13364128017139007,0001,007,06,0600700010668,0668,000000000000000000cf
0.13336464762687683,0001,007,06,0600700010687,0687,000000000000000000d0
0.13336464762687683,0001,007,06,0600700010691,0691,000000000000000000d1
0.13336464762687683,0001,007,06,0600700011011,1011,000000000000000000d2
0.13336464762687683,0001,007,06,0600700011331,1331,000000000000000000d3
0.1334928628104435,0001,007,06,0600700010456,0456,000000000000000000d4
0.13365361001561607,0001,007,06,0600700011717,1717,000000000000000000d5
0.13336464762687683,0001,007,06,0600700010649,0649,000000000000000000d6
0.13336464762687683,0001,007,06,0600700011204,1204,000000000000000000d7
0.13366803707541167,0001,007,06,0600700010808,0808,000000000000000000d8
0.13336464762687683,0001,007,06,0600700011581,1581,000000000000000000d9
0.1289489958097636,0001,007,06,060070001009A,009A,000000000000000000da
0.1333657943191485,0001,007,06,0600700010422,0422,000000000000000000db
0.13363806504842593,0001,007,06,0600700010193,0193,000000000000000000dc
0.13336464762687683,0001,007,06,0600700010333,0333,000000000000000000dd
0.13336464762687683,0001,007,06,0600700010348,0348,000000000000000000de
0.13336527902084622,0001,007,06,0600700010390,0390,000000000000000000df
0.13336801799250778,0001,007,06,0600700010403,0403,000000000000000000e0
0.13386869210470706,0001,007,06,0600700010507,0507,000000000000000000e1
0.12936499814672223,0001,007,06,0600700010511,0511,000000000000000000e2
0.13336464903209316,0001,007,06,0600700010704,0704,000000000000000000e3
0.1286321558394044,0001,007,06,0600700010738,0738,000000000000000000e4
0.12859666347503662,0001,007,06,0600700011492,1492,000000000000000000e5
0.13336464762687683,0001,007,06,060070001087A,087A,000000000000000000e6
0.13336464762687683,0001,007,06,0600700010884,0884,000000000000000000e7
0.13130554888692839,0001,007,06,0600700010899,0899,000000000000000000e8
0.13226403280945104,0001,007,06,0600700010901,0901,000000000000000000e9
0.12859666347503662,0001,007,06,0600700010954,0954,000000000000000000ea
0.12866497730753548,0001,007,06,0600700011774,1774,000000000000000000eb
0.13336464762687683,0001,007,06,0600700011064,1064,000000000000000000ec
0.13336464762687683,0001,007,06,0600700011079,1079,000000000000000000ed
0.13336464762687683,0001,007,06,0600700011098,1098,000000000000000000ee
0.13336464762687683,0001,007,06,0600700011168,1168,000000000000000000ef
0.12859666347503662,0001,007,06,0600700011172,1172,000000000000000000f0
0.13336464762687683,0001,007,06,0600700011191,1191,000000000000000000f1
0.13369731217410688,0001,007,06,0600700011219,1219,000000000000000000f2
0.12859666347503662,0001,007,06,0600700011257,1257,000000000000000000f3
0.12925339685707507,0001,007,06,0600700011261,1261,000000000000000000f4
0.13336464762687683,0001,007,06,0600700011327,1327,000000000000000000f5
0.12918335472058187,0001,007,06,0600700011401,1401,000000000000000000f6
0.1286147499750027,0001,007,06,0600700011473,1473,000000000000000000f7
0.12867573189081752,0001,007,06,0600700011488,1488,000000000000000000f8
0.1289471744502335,0001,007,06,0600700011505,1505,000000000000000000f9
0.12892676714862084,0001,007,06,0600700011524,1524,000000000000000000fa
0.13297075814610762,0001,007,06,0600700011543,1543,000000000000000000fb
0.13336464762687683,0001,007,06,0600700011596,1596,000000000000000000fc
0.13120758487373563,0001,007,06,0600700011628,1628,000000000000000000fd
0.12859666347503662,0001,007,06,0600700011666,1666,000000000000000000fe
0.12990416629767151,0001,007,06,0600700011670,1670,000000000000000000ff
0.13336896993796576,0001,007,06,0600700011702,1702,00000000000000000100
0.13336464762687683,0001,007,06,0600700011083,1083,00000000000000000104
0.13298443056431014,0001,007,06,0600700011308,1308,00000000000000000105
0.13069164752960205,0001,007,06,060070001176A,176A,00000000000000000106
0.13239818037495737,0001,007,06,060070001144A,144A,00000000000000000107
0.12897611680763818,0001,007,06,0600700011806,1806,00000000000000000108
0.13006712529372985,0001,007,06,0600700011577,1577,00000000000000000109
0.13336464762687683,0001,007,06,0600700011365,1365,0000000000000000010a
0.13336464762687683,0001,007,06,060070001137A,137A,0000000000000000010b
0.13020590801281257,0001,007,06,0600700011685,1685,0000000000000000010c
0.1301788427601243,0001,007,06,060070001112A,112A,0000000000000000010d
0.1301788427601243,0001,007,06,0600700011187,1187,0000000000000000010e
0.13311255202287506,0001,007,06,0600700010314,0314,0000000000000000010f
0.12859666347503662,0001,007,06,0600700011115,1115,00000000000000000111
0.1336368148092282,0001,007,06,060070001016A,016A,00000000000000000112
0.13364567396353974,0001,007,06,0600700010174,0174,00000000000000000113
0.13336464762687683,0001,007,06,0600700010352,0352,00000000000000000114
0.13336464762687683,0001,007,06,0600700010329,0329,00000000000000000115
0.13336464762687683,0001,007,06,0600700010418,0418,00000000000000000116
0.13344386642276354,0001,007,06,0600700010460,0460,00000000000000000117
0.12859666347503662,0001,007,06,0600700011736,1736,00000000000000000118
0.13336464762687683,0001,007,06,0600700011007,1007,00000000000000000119
0.1294177803602621,0001,007,06,0600700010615,0615,0000000000000000011a
0.12877658451012874,0001,007,06,0600700010634,0634,0000000000000000011b
0.13376988693321357,0001,007,06,060070001048A,048A,0000000000000000011c
0.1287264229424271,0001,007,06,0600700010526,0526,0000000000000000011d
0.13336464762687683,0001,007,06,0600700011384,1384,0000000000000000011e
0.13336464762687683,0001,007,06,0600700010583,0583,0000000000000000011f
0.13336464762687683,0001,007,06,0600700010672,0672,00000000000000000120
0.13341613871542982,0001,007,06,0600700010988,0988,00000000000000000121
0.12859678404827682,0001,007,06,0600700010742,0742,00000000000000000122
0.13336464762687683,0001,007,06,0600700011454,1454,00000000000000000123
0.13377763454887,0001,007,06,0600700010795,0795,00000000000000000124
0.13336464762687683,0001,007,06,0600700011026,1026,00000000000000000125
0.13336464762687683,0001,007,06,0600700011030,1030,00000000000000000126
0.13336464762687683,0001,007,06,0600700011045,1045,00000000000000000127
0.13336464762687683,0001,007,06,060070001105A,105A,00000000000000000128
0.12859666347503662,0001,007,06,0600700011100,1100,00000000000000000129
0.13336464762687683,0001,007,06,060070001183A,183A,0000000000000000012a
0.13016569952878376,0001,007,06,0600700011295,1295,0000000000000000012b
0.13090935713313157,0001,007,06,0600700011609,1609,0000000000000000012c
0.1306873840582029,0001,007,06,0600700011825,1825,0000000000000000012d
0.1301788427601243,0001,007,06,0600700010973,0973,0000000000000000012e
0.13336464762687683,0001,007,06,0600700011346,1346,00000000000000000130
0.13336464762687683,0001,007,06,0600700010969,0969,00000000000000000131
0.13336464762687683,0001,007,06,0600700011350,1350,00000000000000000132
0.13069164752960205,0001,007,06,0600700011755,1755,00000000000000000133
0.1306873840582029,0001,007,06,0600700011810,1810,00000000000000000134
0.13336464762687683,0001,007,06,0600700011149,1149,00000000000000000135
0.1294110730976975,0001,007,06,060070001151A,151A,00000000000000000136
0.1304785801067953,0001,007,06,0600700011793,1793,00000000000000000137
0.1306873840582029,0001,007,06,0600700011721,1721,00000000000000000138
0.13270499537556674,0001,007,06,0600700011469,1469,00000000000000000139
0.13247346808995883,0001,007,06,0600700011844,1844,0000000000000000013a
0.13366626356176606,0001,007,06,0600700010475,0475,0000000000000000013c
0.13347878225173385,0001,007,06,0600700010140,0140,0000000000000000013d
0.13350600798976023,0001,007,06,0600700010653,0653,0000000000000000013e
0.13069164752960205,0001,007,06,0600700011740,1740,0000000000000000013f
0.1302100910881647,0001,007,06,0600700011558,1558,00000000000000000140
0.13006712529372985,0001,007,06,0600700011647,1647,00000000000000000141
0.13006712529372985,0001,007,06,0600700011562,1562,00000000000000000142
0.13336464762687683,0001,007,06,0600700010761,0761,00000000000000000143
0.13336464762687683,0001,007,06,0600700011878,1878,00000000000000000144
0.13111385805747966,0001,007,06,0600700011613,1613,00000000000000000145
0.13073865777328483,0001,007,06,0600700011632,1632,00000000000000000146
0.13364434040428752,0001,007,06,0600700010189,0189,00000000000000000147
0.1334527671654689,0001,007,06,0600700010437,0437,00000000000000000148
0.1334603835575378,0001,007,06,0600700010992,0992,00000000000000000149
0.13336464762687683,0001,007,06,060070001169A,169A,0000000000000000014a
0.13366654515266418,0001,007,06,0600700011223,1223,0000000000000000014b
0.1305860348837645,0001,007,06,060070001190A,190A,0000000000000000014c
0.13123993390290037,0001,007,06,0600700011882,1882,0000000000000000014d
0.12977597442392,0001,007,06,0600700011897,1897,0000000000000000014e
0.12859666347503662,0001,007,06,0600700010831,0831,0000000000000000014f
0.12859666347503662,0001,007,06,0600700011242,1242,00000000000000000150
0.12859666347503662,0001,007,06,0600700011651,1651,00000000000000000151
0.12926368654167514,0001,007,06,0600700011789,1789,00000000000000000152
0.13069164752960205,0001,007,06,0600700011863,1863,00000000000000000153
0.1333498133407293,0001,007,06,0600700011539,1539,00000000000000000158
0.1306873840582029,0001,007,06,0600700011859,1859,00000000000000000159
0.13336464762687683,0001,007,06,0600700010085,0085,0000000000000000015a
0.13339479397746515,0021,007,06,0600700210827,0827,00000000000000000101
0.13336851890882984,0021,007,06,0600700210916,0916,00000000000000000102
0.1333770574719641,0021,007,06,0600700210920,0920,00000000000000000103
0.13339169811871748,0021,007,06,060070021094A,094A,00000000000000000110
0.13337879920310836,0021,007,06,0600700210935,0935,0000000000000000012f
0.13337224773522496,0021,007,06,0600700210812,0812,0000000000000000013b
0.13088857544018806,0044,007,06,0600700440013,0013,00000000000000000154
0.13117102043497048,0044,007,06,0600700440028,0028,00000000000000000155
0.13158475052282456,0044,007,06,0600700440047,0047,00000000000000000156
0.13182551923165584,0044,007,06,0600700440066,0066,00000000000000000157
0.13242180243202514,0001,008,06,0600800010078,0078,0000000000000000015b
0.13243068705420005,0001,008,06,060080001010A,010A,0000000000000000015c
0.13251808285713196,0001,008,06,0600800010133,0133,0000000000000000015d
0.13251808285713196,0001,008,06,0600800010129,0129,0000000000000000015e
0.13251808285713196,0001,008,06,0600800010114,0114,0000000000000000015f
0.13229738781937947,0001,008,06,0600800010097,0097,00000000000000000160
0.13457841874763465,0001,009,06,060090001086A,086A,00000000000000000161
0.13437485694885254,0001,009,06,060090001104A,104A,00000000000000000162
,0001,009,06,0600900011073,1073,00000000000000000165
0.13437485694885254,0001,009,06,060090001022A,022A,00000000000000000167
0.13437485694885254,0001,009,06,0600900010357,0357,00000000000000000168
0.13437485694885254,0001,009,06,0600900010465,0465,00000000000000000169
0.13437485694885254,0001,009,06,060090001054A,054A,0000000000000000016a
0.13438557204587406,0001,009,06,0600900011105,1105,0000000000000000016b
0.13437485694885254,0001,009,06,060090001111A,111A,00000000000000000175
0.13437485694885254,0001,009,06,0600900010200,0200,00000000000000000176
0.13437485694885254,0001,009,06,0600900010272,0272,00000000000000000177
0.13437485694885254,0001,009,06,0600900010446,0446,00000000000000000178
0.13437485694885254,0001,009,06,0600900010516,0516,00000000000000000179
0.13437485694885254,0001,009,06,0600900010535,0535,0000000000000000017a
0.13437485694885254,0001,009,06,0600900010569,0569,0000000000000000017b
0.13437485694885254,0001,009,06,0600900010592,0592,0000000000000000017c
0.13437485694885254,0001,009,06,0600900010696,0696,0000000000000000017d
0.13437485694885254,0001,009,06,0600900010732,0732,0000000000000000017e
0.13437485694885254,0001,009,06,0600900010766,0766,0000000000000000017f
0.13437485694885254,0001,009,06,0600900010770,0770,00000000000000000180
0.13437485694885254,0001,009,06,0600900010802,0802,00000000000000000181
0.13437485694885254,0001,009,06,0600900010817,0817,00000000000000000182
0.13437485694885254,0001,009,06,0600900010889,0889,00000000000000000183
0.13437485694885254,0001,009,06,0600900010893,0893,00000000000000000184
0.13437485694885254,0001,009,06,0600900010906,0906,00000000000000000185
0.1343819565902502,0001,009,06,0600900010925,0925,00000000000000000186
0.13455148943470524,0001,009,06,060090001093A,093A,00000000000000000187
0.13437485694885254,0001,009,06,0600900010944,0944,00000000000000000188
0.13437485694885254,0001,009,06,0600900010959,0959,00000000000000000189
0.13437485694885254,0001,009,06,0600900010982,0982,0000000000000000018a
0.13437485694885254,0001,009,06,0600900010997,0997,0000000000000000018b
0.13437485694885254,0001,009,06,0600900011016,1016,0000000000000000018c
0.13437485694885254,0001,009,06,0600900010785,0785,0000000000000000018d
0.13437485694885254,0001,009,06,0600900010747,0747,0000000000000000018e
0.13437485694885254,0001,009,06,0600900010499,0499,0000000000000000018f
0.13437485694885254,0001,009,06,0600900010821,0821,00000000000000000190
0.13437485694885254,0001,009,06,0600900010874,0874,00000000000000000192
,0001,009,06,0600900011069,1069,00000000000000000193
0.13437485694885254,0001,009,06,0600900011124,1124,00000000000000000194
0.13437485694885254,0001,009,06,0600900010484,0484,00000000000000000195
0.13437485694885254,0001,009,06,0600900010450,0450,00000000000000000196
0.13437485694885254,0001,009,06,0600900010501,0501,00000000000000000197
0.13437485694885254,0001,009,06,060090001079A,079A,00000000000000000198
0.13437485694885254,0001,009,06,0600900011035,1035,00000000000000000199
0.1344167728539713,0001,009,06,0600900011139,1139,0000000000000000019a
0.13437485694885254,0001,009,06,0600900010520,0520,0000000000000000019c
0.13437485694885254,0001,009,06,0600900010978,0978,0000000000000000019d
0.13437485694885254,0001,009,06,0600900010709,0709,0000000000000000019e
0.13443968866197145,0001,009,06,0600900010323,0323,0000000000000000019f
0.13437485694885254,0001,009,06,0600900010573,0573,000000000000000001a0
0.13437485694885254,0001,009,06,0600900010234,0234,000000000000000001a1
0.13437485694885254,0001,009,06,060090001047A,047A,000000000000000001a2
0.13437485694885254,0001,009,06,0600900011001,1001,000000000000000001a3
0.13437485694885254,0001,009,06,0600900010639,0639,000000000000000001a4
0.13437485694885254,0001,009,06,0600900010836,0836,000000000000000001a9
0.13437485694885254,0001,009,06,0600900010910,0910,000000000000000001aa
0.13437485694885254,0001,009,06,0600900010554,0554,000000000000000001ab
0.13437485694885254,0001,009,06,0600900010855,0855,000000000000000001ac
0.13437485694885254,0001,009,06,0600900011054,1054,000000000000000001ad
0.13437485694885254,0001,009,06,0600900010361,0361,000000000000000001ae
0.13437485694885254,0001,009,06,0600900010963,0963,000000000000000001af
0.13437485694885254,0001,009,06,0600900011020,1020,000000000000000001b0
